non-speech;noise;00:00:00.000;00:00:05.360
man;Spanish, child-directed;00:00:05.360;00:00:10.266
child;child;00:00:10.266;00:00:13.266
man;Spanish, child-directed;00:00:13.266;00:00:17.666
child;child;00:00:17.666;00:00:19.733
man;Spanish, child-directed;00:00:19.733;00:00:22.400
child;child;00:00:22.400;00:00:26.333
man;Spanish, child-directed;00:00:26.333;00:00:33.133
non-speech;noise;00:00:33.133;00:00:38.666
man;Spanish;00:00:38.666;00:00:41.866
non-speech;noise;00:00:41.866;00:00:45.400
child;child;00:00:45.400;00:00:49.800
man;Spanish, child-directed;00:00:49.800;00:00:53.599
child;child;00:00:53.599;00:00:55.866
non-speech;noise;00:00:55.800;00:01:00.533
man;Spanish, child-directed;00:01:00.533;00:01:03.066
child;child;00:01:01.765;00:01:07.365
man;Spanish, child-directed;00:01:07.365;00:01:11.398
non-speech;noise;00:01:11.398;00:01:15.147
child;child;00:01:15.147;00:01:19.705
man;Spanish, child-directed;00:01:19.705;00:01:23.926
child;child;00:01:22.581;00:01:26.048
man;Spanish, child-directed;00:01:26.048;00:01:33.214
non-speech;shouting;00:01:33.266;00:01:38.666
man;Spanish, child-directed;00:01:38.666;00:01:42.199
non-speech;shouting;00:01:42.199;00:01:46.665
man;Spanish, child-directed;00:01:44.198;00:01:50.332
non-speech;noise;00:01:50.332;00:01:53.431
man;Spanish, child-directed;00:01:53.431;00:02:01.581
non-speech;exclamation;00:02:01.466;00:02:05.132
man;Spanish, child-directed;00:02:05.132;00:02:08.465
non-speech;noise;00:02:08.425;00:02:17.599
child;child;00:02:17.599;00:02:22.179
man;Spanish, child-directed;00:02:22.179;00:02:25.389
child;child;00:02:23.617;00:02:27.350
man;Spanish;00:02:27.350;00:02:32.983
non-speech;noise;00:02:32.932;00:02:42.199
child;child;00:02:42.199;00:02:47.132
man;Spanish, child-directed;00:02:47.132;00:02:52.432
child;child;00:02:52.432;00:02:56.015
man;Spanish, child-directed;00:02:56.015;00:03:00.589
non-speech;noise;00:03:00.599;00:03:05.399
man;Spanish, child-directed;00:03:05.399;00:03:11.832
non-speech;noise;00:03:11.866;00:03:15.465
child;child;00:03:15.465;00:03:19.765
man;Spanish, child-directed;00:03:19.765;00:03:30.715
non-speech;noise;00:03:30.657;00:03:37.771
non-speech;hum;00:03:37.885;00:03:41.371
man;Spanish;00:03:41.428;00:03:45.856
non-speech;yawn;00:03:45.800;00:03:48.800
non-speech;noise;00:03:48.840;00:05:45.636
child;child;00:05:45.640;00:05:54.260
non-speech;inaudible;00:05:54.260;00:05:57.170
non-speech;noise;00:05:57.170;00:06:02.295
man;Spanish, child-directed;00:06:02.295;00:06:07.512
child;child;00:06:06.323;00:06:09.123
man;Spanish, child-directed;00:06:09.123;00:06:13.023
non-speech;noise/music;00:06:13.080;00:07:36.933
child;child;00:07:36.933;00:07:43.633
man;English, child-directed;00:07:43.633;00:07:48.716
man;Spanish, child-directed;00:07:48.716;00:08:02.807
child;child;00:08:02.807;00:08:06.194
man;Spanish, child-directed;00:08:06.194;00:08:12.333
