woman;Polish;00:00:00.000;00:00:01.800
man;Polish;00:00:01.800;00:00:03.320
woman;Polish;00:00:02.560;00:00:04.800
man;Polish;00:00:04.800;00:00:06.720
woman;Polish;00:00:06.040;00:00:17.720
woman;noise;00:00:17.720;00:00:21.700
man;Polish;00:00:21.800;00:00:26.800
woman;Polish;00:00:26.800;00:00:33.100
man;Polish;00:00:33.000;00:00:37.000
woman;Polish;00:00:37.000;00:01:01.400
man;Polish;00:01:01.300;00:01:03.400
woman;Polish;00:01:03.500;00:01:05.400
non-speech;inaudible;00:01:05.400;00:01:09.600
man;Polish;00:01:09.600;00:01:18.200
woman;Polish;00:01:18.250;00:01:25.650
non-speech;noise;00:01:25.900;00:01:30.000
woman;English;00:01:30.000;00:01:39.400
man;English;00:01:39.400;00:01:41.850
woman;English;00:01:41.850;00:01:44.675
man;English;00:01:44.675;00:01:48.412
woman;English;00:01:48.412;00:01:51.893
man;English;00:01:51.800;00:02:01.600
woman;English;00:02:01.600;00:02:05.950
non-speech;inaudible ;00:02:05.950;00:02:10.025
man;English;00:02:09.950;00:02:18.450
woman;English;00:02:16.500;00:02:45.900
man;English;00:02:44.500;00:02:51.300
woman;English;00:02:51.300;00:02:54.650
man;English;00:02:54.650;00:02:58.325
woman;English;00:02:58.337;00:03:01.237
man;English;00:03:01.237;00:03:05.937
woman;English;00:03:06.000;00:03:13.000
non-speech;caugh;00:03:13.000;00:03:15.350
man;English;00:03:15.350;00:03:19.725
woman;English;00:03:19.737;00:03:24.037
man;English;00:03:24.000;00:03:29.100
woman;English;00:03:29.100;00:03:49.500
man;English;00:03:49.650;00:03:52.750
non-speech;noise;00:03:53.050;00:03:58.250
woman;English;00:03:58.300;00:04:17.000
man;English;00:04:17.000;00:04:25.100
woman;English;00:04:25.080;00:04:45.320
man;English;00:04:44.200;00:04:46.880
woman;English;00:04:46.960;00:04:48.680
man;English;00:04:48.680;00:04:49.560
woman;English;00:04:49.560;00:04:51.500
man;English;00:04:51.520;00:04:53.040
man;English;00:04:53.940;00:04:54.560
man;English;00:04:55.140;00:04:56.120
man;English;00:04:57.200;00:05:01.440
woman;English;00:05:01.110;00:05:01.990
non-speech;exclamation;00:05:01.990;00:05:02.520
woman;English;00:05:02.550;00:05:06.230
man;English;00:05:05.710;00:05:06.890
woman;English;00:05:06.890;00:05:15.950
man;English;00:05:15.900;00:05:25.000
