non-speech;noise;00:00:00.200;00:11:35.000
non-speech;music;00:11:35.000;00:11:59.000
woman;English;00:11:59.000;00:12:14.500
non-speech;noise;00:12:14.500;00:12:39.250
woman;Spanish;00:12:39.250;00:12:54.475
man;Spanish;00:12:54.475;00:13:01.362
woman;Spanish;00:13:01.362;00:13:07.818
man;Spanish;00:13:07.900;00:13:12.900
woman;Spanish;00:13:13.100;00:13:19.900
non-speech;inaudible;00:13:19.800;00:13:25.000
non-speech;noise;00:13:25.000;00:15:12.000
woman;English;00:15:12.200;00:15:21.000
man;English;00:15:21.200;00:15:25.400
woman;English;00:15:25.500;00:15:33.900
non-speech;noise;00:15:34.000;00:17:21.000
man;English;00:17:21.000;00:17:24.800
non-speech;noise;00:17:25.000;00:19:20.400
woman;English;00:19:20.400;00:19:33.400
non-speech;noise;00:19:33.800;00:20:17.200
man;English;00:20:17.200;00:20:21.600
woman;English;00:20:21.600;00:20:31.700
man;English;00:20:31.600;00:21:07.400
woman;English;00:20:43.400;00:20:47.600
woman;English;00:21:07.400;00:21:14.200
man;English;00:21:14.000;00:21:38.200
woman;English;00:21:38.200;00:21:52.200
man;English;00:21:52.200;00:21:56.600
woman;English;00:21:56.600;00:22:08.900
non-speech;noise;00:22:08.900;00:22:27.650
non-speech;music;00:22:27.650;00:23:28.000
non-speech;cough;00:23:28.000;00:23:30.000
non-speech;noise;00:23:30.375;00:23:55.575
man;Spanish;00:23:55.575;00:23:58.375
woman;Spanish;00:23:58.375;00:24:14.275
woman;English;00:24:14.275;00:24:17.975
man;English;00:24:17.975;00:24:25.225
woman;English;00:24:25.225;00:24:35.300
non-speech;noise;00:24:35.350;00:25:20.350
man;Spanish;00:25:20.550;00:25:23.550
woman;English;00:25:23.550;00:25:26.150
woman;Spanish;00:25:26.150;00:25:27.950
non-speech;noise;00:25:27.600;00:25:46.800
woman;English;00:25:46.800;00:25:51.700
man;English;00:25:51.700;00:25:55.750
woman;English;00:25:55.750;00:26:10.825
man;English;00:26:10.450;00:26:29.850
woman;English;00:26:29.850;00:26:32.050
non-speech;noise;00:26:32.050;00:27:58.850
non-speech;sigh;00:27:59.000;00:28:01.400
woman;Spanish;00:28:01.400;00:28:08.500
