Non-speech;noise;00:00:00.014;00:00:02.169
Woman;English;00:00:02.169;00:00:05.011
Woman;German;00:00:05.011;00:00:06.000
Non-speech;backround voices;00:00:06.000;00:00:07.100
Man;German;00:00:07.100;00:00:09.171
Non-speech;noise;00:00:09.171;00:00:09.628
Man;German;00:00:09.642;00:00:11.300
Non-speech;noise;00:00:11.300;00:00:15.330
Man;German;00:00:15.330;00:00:16.714
Non-speech;backround voices;00:00:16.714;00:00:17.686
Woman;Spanish;00:00:17.701;00:00:18.315
Non-speech;noise;00:00:18.315;00:00:20.328
Woman;German;00:00:20.328;00:00:22.828
Non-speech;noise;00:00:22.828;00:00:27.728
Woman;German;00:00:27.728;00:00:28.599
Non-speech;laughter;00:00:28.599;00:00:31.842
Non-speech;inaudible;00:00:31.842;00:00:32.841
Non-speech;noise;00:00:32.841;00:00:35.277
Non-speech;backround voices;00:00:35.277;00:00:36.852
Man;German;00:00:36.852;00:00:38.871
Woman;German;00:00:38.597;00:00:39.325
Man;German;00:00:39.325;00:00:42.514
Woman;German;00:00:41.842;00:00:43.726
Man;German;00:00:43.411;00:00:45.540
Woman;German;00:00:45.360;00:00:47.210
Non-speech;noise;00:00:47.210;00:00:49.868
Man;German;00:00:49.873;00:00:51.364
Non-speech;noise;00:00:51.364;00:00:53.795
Man;German;00:00:53.795;00:00:54.520
Non-speech;noise;00:00:54.529;00:00:59.674
Man;German;00:00:59.674;00:01:00.496
Non-speech;laughing;00:01:00.496;00:01:01.987
Man;German;00:01:01.987;00:01:03.373
Non-speech;inaudible;00:01:03.382;00:01:04.027
Non-speech;noise;00:01:04.036;00:01:07.053
Man;German;00:01:07.053;00:01:08.766
Woman;German;00:01:08.766;00:01:10.965
Non-speech;noise;00:01:10.965;00:01:12.224
Man;German;00:01:12.216;00:01:13.607
Woman;German;00:01:13.607;00:01:15.133
Non-speech;noise;00:01:15.133;00:01:15.847
Man;German;00:01:15.838;00:01:17.183
Non-speech;laughing;00:01:17.183;00:01:18.160
Non-speech;inaudible;00:01:18.160;00:01:19.521
Non-speech;noise;00:01:19.521;00:01:24.257
Man;German;00:01:24.257;00:01:25.194
Woman;German;00:01:25.066;00:01:26.693
Non-speech;inaudible;00:01:26.693;00:01:27.674
Non-speech;noise;00:01:27.688;00:01:30.998
Woman;German;00:01:30.998;00:01:31.678
Non-speech;noise;00:01:31.678;00:01:32.583
Man;German;00:01:32.573;00:01:34.653
Woman;German;00:01:34.288;00:01:35.838
Non-speech;noise;00:01:35.838;00:01:42.408
Non-speech;inaudible;00:01:42.408;00:01:47.818
Man;German;00:01:47.818;00:01:52.298
Non-speech;noise;00:01:52.298;00:01:52.743
Woman;German;00:01:52.733;00:01:54.163
Non-speech;noise;00:01:54.163;00:01:54.943
Man;German;00:01:54.933;00:01:58.623
Non-speech;noise;00:01:58.623;00:01:59.283
Woman;German;00:01:59.273;00:01:59.843
Man;German;00:01:59.703;00:02:00.973
Non-speech;noise;00:02:00.973;00:02:05.443
Non-speech;inaudible;00:02:05.443;00:02:06.423
Non-speech;noise;00:02:06.423;00:02:11.028
Man;English;00:02:11.028;00:02:15.420
Woman;English;00:02:15.420;00:02:16.699
Man;English;00:02:16.699;00:02:20.584
Man;German;00:02:20.584;00:02:24.426
Non-speech;noise;00:02:24.426;00:02:32.990
Woman;English;00:02:32.990;00:02:35.033
Non-speech;backround voices;00:02:35.033;00:02:40.016
Non-speech;inaudible;00:02:40.016;00:02:42.819
Man;German;00:02:42.819;00:02:44.032
Woman;German;00:02:44.032;00:02:45.830
Non-speech;noise;00:02:45.830;00:02:48.346
Woman;German;00:02:48.346;00:02:54.690
Non-speech;noise;00:02:54.690;00:02:57.018
Woman;German;00:02:57.018;00:02:58.179
Non-speech;noise;00:02:58.179;00:02:58.883
Man;German;00:02:58.873;00:03:00.043
Woman;German;00:02:59.623;00:03:02.453
Non-speech;noise;00:03:02.453;00:03:03.783
Non-speech;laughter;00:03:03.783;00:03:04.703
Woman;English;00:03:04.693;00:03:05.973
Man;English;00:03:05.973;00:03:07.808
Woman;English;00:03:07.200;00:03:08.500
Man;English;00:03:08.175;00:03:09.305
Woman;German;00:03:09.305;00:03:16.045
Non-speech;noise;00:03:16.045;00:03:22.000
Woman;German;00:03:22.000;00:03:24.957
Non-speech;noise;00:03:24.957;00:03:37.060
Woman;German;00:03:37.060;00:03:47.000
Man;English;00:03:40.895;00:03:41.995
Non-speech;noise;00:03:47.000;00:03:52.030
Man;English;00:03:52.030;00:03:53.470
Man;German;00:03:53.470;00:03:57.020
Non-speech;noise;00:03:57.020;00:04:00.035
Woman;German;00:04:00.035;00:04:01.657
Man;English;00:04:01.657;00:04:02.877
Man;German;00:04:02.877;00:04:06.797
Woman;German;00:04:03.797;00:04:05.437
Non-speech;inaudible;00:04:06.797;00:04:11.467
Man;German;00:04:11.467;00:04:20.702
Woman;German;00:04:20.702;00:04:26.254
Man;German;00:04:21.794;00:04:23.234
Man;German;00:04:26.254;00:04:30.588
Woman;German;00:04:29.551;00:04:31.751
Man;German;00:04:31.361;00:04:37.681
Non-speech;noise;00:04:37.681;00:04:41.031
Non-speech;haw;00:04:41.031;00:04:43.806
Man;German;00:04:43.806;00:04:54.528
Woman;German;00:04:54.557;00:04:59.777
Man;German;00:04:59.777;00:05:13.020
Woman;German;00:05:13.040;00:05:34.000
Non-speech;laughter;00:05:34.000;00:05:35.520
Woman;German;00:05:35.528;00:05:39.568
Man;German;00:05:39.568;00:05:41.838
Woman;German;00:05:41.153;00:05:50.573
Man;German;00:05:50.573;00:05:52.393
Woman;German;00:05:52.383;00:05:53.643
Man;German;00:05:53.643;00:05:57.043
Woman;German;00:05:57.023;00:06:01.863
Non-speech;noise;00:06:01.863;00:06:14.013
Woman;German;00:06:14.013;00:06:16.468
Man;German;00:06:16.468;00:06:48.060
Non-speech;noise;00:06:48.060;00:06:50.020
Man;German;00:06:50.020;00:06:53.070
Woman;German;00:06:53.070;00:06:55.935
Non-speech;noise;00:06:55.935;00:07:00.252
Woman;German;00:07:00.252;00:07:24.020
Man;German;00:07:22.600;00:07:26.580
Woman;German;00:07:25.880;00:07:39.080
Man;German;00:07:39.080;00:07:40.730
Woman;German;00:07:40.175;00:07:50.335
Man;German;00:07:47.705;00:07:49.565
Non-speech;noise;00:07:50.335;00:07:52.705
Woman;German;00:07:52.685;00:07:54.485
Non-speech;noise;00:07:54.485;00:07:59.595
Man;German;00:07:59.595;00:08:02.030
Non-speech;inaudible;00:08:02.030;00:08:08.722
Man;German;00:08:08.722;00:08:11.766
Woman;German;00:08:11.746;00:08:25.366
Non-speech;inaudible;00:08:25.366;00:08:28.946
Non-speech;backround voices;00:08:28.946;00:08:50.020
Man;German;00:08:50.020;00:08:51.153
Woman;German;00:08:50.020;00:08:56.493
Man;German;00:08:56.493;00:09:02.466
Woman;German;00:08:59.016;00:09:01.836
Non-speech;background voices;00:09:02.466;00:09:04.649
Woman;German;00:09:04.649;00:09:07.447
Non-speech;noise;00:09:07.447;00:09:09.958
Woman;German;00:09:09.960;00:09:24.100
Non-speech;inaudible;00:09:24.100;00:09:29.320
Non-speech;backround voices;00:09:29.320;00:09:33.140
Woman;German;00:09:33.180;00:09:39.240
Man;German;00:09:39.240;00:09:42.620
Woman;German;00:09:42.620;00:10:08.900
Man;German;00:10:08.900;00:10:11.310
Woman;German;00:10:10.415;00:10:51.295
Non-speech;noise;00:10:51.295;00:10:53.000
Man;German;00:10:53.020;00:10:54.400
Woman;German;00:10:53.597;00:10:59.857
Non-speech;background voices;00:10:59.857;00:11:02.257
Woman;German;00:11:02.257;00:12:02.060
Non-speech;inaudible;00:12:02.060;00:12:05.460
Woman;German;00:12:05.460;00:12:10.790
Non-speech;noise;00:12:10.770;00:12:12.590
Man;German;00:12:12.590;00:12:13.830
Woman;German;00:12:13.270;00:12:16.810
Non-speech;inaudible;00:12:16.820;00:12:22.420
Woman;German;00:12:22.420;00:13:19.980
Man;German;00:13:19.980;00:13:22.040
Woman;German;00:13:22.040;00:13:35.940
Man;German;00:13:35.940;00:13:37.380
Woman;German;00:13:37.410;00:14:28.030
Other;other;00:14:28.030;00:14:29.240
Woman;English, other-directed;00:14:29.220;00:14:30.780
Other;other;00:14:30.780;00:14:32.990
Man;English, other-directed;00:14:32.950;00:14:34.870
Non-speech;laughter;00:14:34.870;00:14:36.740
Woman;German;00:14:36.740;00:14:45.915
Man;German;00:14:45.915;00:14:48.657
Woman;German;00:14:48.657;00:14:58.316
Man;German;00:14:58.316;00:15:00.936
Non-speech;backround voices;00:15:00.936;00:15:02.396
Woman;German;00:15:02.396;00:15:30.216
Non-speech;backround voices;00:15:30.216;00:15:32.760
Woman;German;00:15:32.760;00:15:44.058
Woman;English, other-directed;00:15:44.058;00:15:48.099
Woman;German;00:15:48.099;00:16:02.008
Woman;English;00:16:02.023;00:16:04.563
Woman;German;00:16:04.563;00:16:09.243
Man;German;00:16:05.723;00:16:08.223
Man;German;00:16:08.893;00:16:11.453
Woman;German;00:16:10.513;00:16:13.473
Man;German;00:16:13.473;00:16:15.183
Woman;German;00:16:14.523;00:16:34.783
Man;German;00:16:16.263;00:16:18.583
Man;German;00:16:33.980;00:16:39.400
Woman;German;00:16:39.400;00:16:41.740
Non-speech;noise;00:16:41.740;00:16:43.260
Woman;German;00:16:43.260;00:16:48.970
Man;German;00:16:48.970;00:16:56.265
Woman;German;00:16:51.587;00:16:53.587
Woman;German;00:16:55.297;00:16:58.977
Man;German;00:16:58.977;00:17:01.807
Woman;German;00:17:01.807;00:17:04.202
Man;German;00:17:04.202;00:17:06.994
Woman;German;00:17:05.814;00:17:08.594
Non-speech;noise;00:17:08.594;00:17:09.674
Woman;German;00:17:09.674;00:17:11.704
Man;German;00:17:11.704;00:17:13.699
Woman;German;00:17:13.699;00:17:16.231
Non-speech;noise;00:17:16.231;00:17:19.135
Woman;German;00:17:19.135;00:17:20.573
Non-speech;hum;00:17:20.573;00:17:23.473
Woman;German;00:17:23.473;00:17:27.353
Woman;English;00:17:27.353;00:17:28.443
Woman;German;00:17:28.443;00:17:35.248
Woman;English;00:17:35.248;00:17:36.375
Woman;German;00:17:36.375;00:17:46.101
Non-speech;noise;00:17:46.101;00:17:48.348
Woman;German;00:17:48.348;00:17:50.274
Non-speech;backround voices;00:17:50.274;00:17:52.121
Man;German;00:17:52.121;00:17:56.147
Woman;German;00:17:53.514;00:17:54.734
Woman;German;00:17:55.264;00:18:02.064
Man;German;00:18:02.064;00:18:07.414
Non-speech;coughing;00:18:07.414;00:18:09.649
Man;German;00:18:09.649;00:18:13.001
Man;English;00:18:13.001;00:18:15.575
Woman;German;00:18:14.678;00:18:16.418
Man;German;00:18:16.168;00:18:20.408
Woman;German;00:18:18.778;00:18:22.178
Man;German;00:18:21.478;00:18:24.258
Woman;German;00:18:23.578;00:18:26.018
Man;German;00:18:25.348;00:18:52.828
Woman;German;00:18:27.338;00:18:28.378
Woman;German;00:18:30.808;00:18:32.108
Woman;German;00:18:52.828;00:18:54.518
Non-speech;noise;00:18:54.518;00:18:56.283
Woman;German;00:18:56.283;00:18:58.010
Man;German;00:18:58.010;00:19:05.496
Woman;German;00:19:01.723;00:19:03.683
Woman;German;00:19:05.496;00:19:58.263
Non-speech;noise;00:19:58.263;00:20:00.480
Man;German;00:20:00.480;00:20:06.001
Woman;German;00:20:06.030;00:20:11.050
Man;German;00:20:11.050;00:20:24.790
Woman;German;00:20:24.790;00:20:27.620
Man;English;00:20:27.595;00:20:28.935
Woman;German;00:20:28.935;00:20:31.915
Man;German;00:20:31.115;00:20:33.235
Woman;German;00:20:32.565;00:20:38.685
Man;German;00:20:38.685;00:21:08.235
Woman;German;00:20:40.950;00:20:42.670
Woman;German;00:20:45.420;00:20:46.480
Woman;German;00:20:59.490;00:21:00.770
Woman;German;00:21:02.570;00:21:04.290
Woman;German;00:21:08.235;00:21:11.060
Man;German;00:21:11.060;00:21:17.437
Woman;German;00:21:12.238;00:21:14.178
Man;Spanish;00:21:17.437;00:21:20.778
Man;German;00:21:20.778;00:21:28.077
Man;English;00:21:28.077;00:21:30.877
Man;German;00:21:30.877;00:21:34.367
Woman;German;00:21:33.712;00:21:37.272
Man;German;00:21:37.272;00:21:40.202
Woman;German;00:21:39.127;00:21:48.007
Non-speech;noise;00:21:48.007;00:21:49.117
Man;German;00:21:49.080;00:22:01.440
Woman;German;00:22:01.472;00:22:11.252
Man;German;00:22:02.360;00:22:04.340
Man;German;00:22:09.882;00:22:15.142
Man;English;00:22:15.152;00:22:16.492
