non-speech;noise;00:00:00.040;00:00:01.760
man;English;00:00:01.760;00:00:03.400
woman;English;00:00:03.400;00:00:04.800
non-speech;noise;00:00:04.800;00:00:07.960
woman;Spanish;00:00:07.960;00:00:10.120
man;Spanish;00:00:10.120;00:00:13.560
woman;English;00:00:13.560;00:00:15.040
man;Spanish;00:00:15.040;00:00:31.400
woman;Spanish;00:00:31.400;00:00:42.800
man;Spanish;00:00:42.800;00:01:03.200
non-speech;laughter;00:01:03.200;00:01:06.200
woman;English;00:01:06.200;00:01:20.800
man;English;00:01:20.800;00:01:32.000
woman;Spanish;00:01:32.200;00:02:22.600
man;Spanish;00:01:57.000;00:02:00.600
woman;English;00:02:22.600;00:02:46.600
man;English;00:02:46.600;00:02:53.200
woman;English;00:02:53.200;00:03:19.400
man;Spanish;00:03:19.400;00:03:34.200
woman;Spanish;00:03:34.200;00:03:42.300
man;Spanish;00:03:42.300;00:03:51.550
woman;Spanish;00:03:51.000;00:04:04.000
non-speech;noise;00:04:04.000;00:04:20.200
man;Spanish;00:04:19.825;00:04:40.225
woman;Spanish;00:04:40.225;00:04:47.725
man;Spanish;00:04:47.400;00:04:53.200
non-speech;inaudible;00:04:53.200;00:05:02.600
woman;Spanish;00:05:02.600;00:05:15.000
woman;English;00:05:15.100;00:05:20.500
woman;Spanish;00:05:20.500;00:05:29.200
woman;English;00:05:29.200;00:05:35.300
non-speech;singing;00:05:35.000;00:05:41.000
woman;Spanish;00:05:41.000;00:06:02.000
non-speech;noise;00:06:02.000;00:06:08.800
woman;English;00:06:08.800;00:06:12.800
woman;Spanish;00:06:12.800;00:06:17.900
woman;English;00:06:17.900;00:06:26.000
non-speech;laughter;00:06:26.000;00:06:31.050
woman;English;00:06:31.050;00:06:44.225
non-speech;noise;00:06:44.000;00:07:03.800
woman;English;00:07:03.800;00:08:01.920
man;English;00:07:59.727;00:08:05.364
woman;English;00:08:05.454;00:08:07.636
man;English;00:08:07.636;00:08:08.773
woman;English;00:08:08.773;00:08:19.704
man;English;00:08:15.181;00:08:16.999
man;English;00:08:17.772;00:08:19.590
non-speech;noise;00:08:19.730;00:08:45.200
woman;English;00:08:45.200;00:08:57.400
man;English;00:08:57.800;00:09:04.200
woman;Spanish;00:09:04.200;00:09:25.300
man;Spanish;00:09:25.000;00:09:53.800
woman;Spanish;00:09:53.800;00:10:00.000
woman;English;00:10:00.000;00:10:06.000
non-speech;noise;00:10:06.090;00:10:12.090
man;Spanish;00:10:12.090;00:10:13.409
woman;Spanish;00:10:13.409;00:10:19.795
man;Spanish;00:10:19.795;00:10:22.557
woman;Spanish;00:10:22.557;00:10:25.949
man;Spanish;00:10:26.040;00:10:28.585
non-speech;noise;00:10:28.585;00:10:33.994
woman;Spanish;00:10:33.900;00:11:03.300
woman;English;00:11:03.300;00:11:10.100
man;Spanish;00:11:10.100;00:11:24.600
woman;English;00:11:24.600;00:11:56.650
man;English;00:11:53.000;00:11:59.800
woman;English;00:11:59.800;00:12:20.900
man;Spanish;00:12:20.950;00:12:27.550
woman;English;00:12:27.750;00:12:37.350
man;Spanish;00:12:37.250;00:12:44.450
non-speech;noise;00:12:44.400;00:12:54.800
woman;English;00:12:54.800;00:13:00.500
non-speech;inaudible;00:13:00.500;00:13:04.950
non-speech;noise;00:13:04.950;00:13:17.825
woman;English;00:13:17.987;00:13:26.787
non-speech;noise;00:13:26.787;00:13:37.687
man;English;00:13:37.687;00:13:44.137
non-speech;caugh;00:13:43.887;00:13:48.400
man;Spanish;00:13:48.400;00:13:51.400
woman;English;00:13:51.400;00:13:56.400
man;English;00:13:56.400;00:14:00.400
man;Spanish;00:14:00.400;00:14:04.700
non-speech;noise;00:14:04.600;00:14:24.200
man;English;00:14:24.200;00:14:31.300
man;Spanish;00:14:31.300;00:14:36.650
woman;English;00:14:36.650;00:14:49.275
non-speech;noise;00:14:49.000;00:15:14.600
woman;English;00:15:14.600;00:15:19.400
man;English;00:15:19.400;00:15:24.300
man;Spanish;00:15:24.300;00:15:27.750
woman;English;00:15:27.750;00:15:30.925
man;English;00:15:30.925;00:15:33.237
non-speech;inaudible;00:15:33.000;00:15:40.000
non-speech;noise;00:15:40.200;00:16:04.600
woman;English;00:16:04.600;00:16:18.300
man;English;00:16:18.300;00:16:26.150
man;Spanish;00:16:26.150;00:16:39.125
woman;Spanish;00:16:39.125;00:17:08.737
non-speech;noise;00:17:08.737;00:17:17.831
woman;Spanish;00:17:17.937;00:17:24.537
man;Spanish;00:17:24.537;00:17:33.337
woman;Spanish;00:17:33.337;00:17:38.637
man;Spanish;00:17:38.637;00:17:42.487
woman;English;00:17:42.184;00:17:54.184
non-speech;laughter;00:17:54.184;00:18:02.784
woman;English;00:18:02.784;00:18:08.984
non-speech;laughter;00:18:09.000;00:18:15.800
non-speech;noise;00:18:15.800;00:19:17.000
man;Spanish;00:19:17.000;00:21:26.400
woman;English;00:21:26.200;00:21:31.200
non-speech;inaudible;00:21:31.200;00:21:40.000
man;Spanish;00:21:39.800;00:21:54.400
woman;Spanish;00:21:54.400;00:21:59.400
man;Spanish;00:21:59.545;00:22:10.999
woman;English;00:22:16.700;00:22:28.100
man;Spanish;00:22:28.100;00:23:04.700
woman;laughter;00:23:04.700;00:23:13.100
non-speech;laughter;00:23:13.100;00:23:16.500
woman;laughter;00:23:16.500;00:23:31.700
non-speech;whistling;00:23:31.700;00:23:38.300
man;Spanish;00:23:38.300;00:23:46.100
non-speech;noise;00:23:46.200;00:23:52.800
non-speech;hum;00:23:52.800;00:23:57.200
man;Spanish;00:23:52.800;00:24:03.200
woman;English;00:24:03.200;00:24:06.900
non-speech;exclamation;00:24:06.900;00:24:10.950
woman;English;00:24:10.950;00:24:14.625
man;Spanish;00:24:14.625;00:24:21.087
non-speech;noise;00:24:20.800;00:25:19.000
man;English;00:25:18.800;00:25:27.000
woman;English;00:25:24.600;00:25:29.000
non-speech;singing;00:25:29.000;00:25:36.700
woman;English;00:25:36.400;00:25:39.800
non-speech;inaudible;00:25:39.800;00:25:43.400
non-speech;noise;00:25:43.400;00:25:53.350
man;English;00:25:53.200;00:25:55.000
woman;English;00:25:55.000;00:26:03.000
man;Spanish;00:26:03.000;00:26:16.000
non-speech;noise;00:26:16.000;00:26:27.350
woman;English;00:26:27.400;00:26:38.800
